"Accepted Symbol","Synonym Symbol","Scientific Name","State and Province","Category","Growth Habit","Image Gallery","Characteristics Data","Flower Color","Foliage Color","Foliage Texture","Fruit Color","Shape and Orientation"
"POGL","","Poa glauca","USA (AK, AZ, CA, CO, ID, ME, MI, MN, MT, NH, NM, NV, NY, OR, PA, SD, UT, VT, WA, WI, WY), CAN (AB, BC, LB, MB, NB, NF, NS, NT, NU, ON, QC, SK, YT), DEN (GL)","Monocot","Graminoid","Photo","Yes","Purple","Green","Medium","Brown","Erect"
"POGLG","","Poa glauca ssp. glauca","USA (AK, CO, ID, ME, MI, MN, MT, NH, NM, NY, OR, PA, UT, VT, WI, WY), CAN (AB, BC, LB, MB, NB, NF, NS, NT, NU, ON, QC, SK, YT), DEN (GL)","Monocot","Graminoid","","","","","","",""
"POGLR2","","Poa glauca ssp. rupicola","USA (AK, AZ, CA, CO, ID, MT, NM, NV, OR, SD, UT, WA, WY), CAN (AB, BC, NT, SK, YT)","Monocot","Graminoid","","","","","","",""
"POHA4","","Poa hartzii","USA (AK), CAN (NT, NU, QC), DEN (GL)","Monocot","Graminoid","","","","","","",""
"POHAA","","Poa hartzii ssp. alaskana","USA (AK)","Monocot","Graminoid","","","","","","",""
"POHO6","","Poa howellii","USA (CA, OR, WA), CAN (BC)","Monocot","Graminoid","","","","","","",""
"POIN30","","Poa infirma","USA (CA, OR, SC), CAN (BC)","Monocot","Graminoid","","","","","","",""
"POKE4","","Poa keckii","USA (CA)","Monocot","Graminoid","","","","","","",""
"POKE","","Poa kelloggii","USA (CA)","Monocot","Graminoid","","","","","","",""
"POLA10","","Poa laxa","USA (CO, ME, MT, NH, NY, OR, VT, WY), CAN (AB, BC, LB, NF, QC)","Monocot","Graminoid","","","","","","",""
"POLAB","","Poa laxa ssp. banffiana","USA (CO, MT, OR, WY), CAN (AB, BC)","Monocot","Graminoid","","","","","","",""
"POLAF","","Poa laxa ssp. fernaldiana","USA (ME, NH, NY, VT), CAN (LB, NF, QC)","Monocot","Graminoid","","","","","","",""
"POLA3","","Poa laxiflora","USA (AK, OR, WA), CAN (BC)","Monocot","Graminoid","Photo","","","","","",""
"POLE","","Poa leibergii","USA (ID, OR, WA)","Monocot","Graminoid","Photo","Yes","Purple","Green","Medium","Brown","Erect"
"POLE2","","Poa leptocoma","USA (AK, AZ, CA, CO, ID, MT, NM, NV, OR, UT, WA, WY), CAN (AB, BC, YT)","Monocot","Graminoid","Photo","Yes","Yellow","Green","Medium","Brown","Semi-Erect"
"POLE3","","Poa lettermanii","USA (CA, CO, ID, MT, NV, OR, UT, WA, WY), CAN (AB, BC)","Monocot","Graminoid","","","","","","",""
"POLI13","","Poa ×limosa","USA (CA, OR), CAN (AB, BC, SK)","Monocot","Graminoid","","","","","","",""
"POMA26","","Poa macrantha","USA (AK, CA, OR, WA), CAN (BC)","Monocot","Graminoid","","Yes","Yellow","Green","Fine","Brown","Erect"
"POMA2","","Poa macrocalyx","USA (AK), CAN (BC)","Monocot","Graminoid","","","","","","",""
"POMA5","","Poa mannii","USA (HI)","Monocot","Graminoid","","","","","","",""
"POMA6","","Poa marcida","USA (OR, WA), CAN (BC)","Monocot","Graminoid","","","","","","",""
"PONA","","Poa napensis","USA (CA)","Monocot","Graminoid","","","","","","",""
"PONE18","","Poa ×nematophylla","USA (CO, ID, MT, ND, UT, WY), CAN (AB, BC, MB, SK)","Monocot","Graminoid","","","","","","",""
"PONE","","Poa nemoralis","USA (AK, AZ, CA, CO, CT, DE, IA, ID, IL, IN, KY, MA, MD, ME, MI, MN, MO, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OR, PA, RI, SD, TN, TX, UT, VA, VT, WA, WI, WY), CAN (AB, BC, LB, MB, NB, NF, NS, NT, ON, QC, SK, YT), DEN (GL), FRA (SPM)","Monocot","Graminoid","Photo","","","","","",""
"PONEI2","","Poa nemoralis ssp. interior","USA (AK, AZ, CO, ID, IL, MI, MN, MO, MT, ND, NE, NM, NV, NY, SD, TN, TX, UT, VT, WA, WI, WY), CAN (AB, BC, MB, NT, ON, QC, SK, YT)","Monocot","Graminoid","","","","","","",""
"PONEN2","","Poa nemoralis ssp. nemoralis","USA (AK, CA, CT, DE, IA, IL, IN, MA, MD, ME, MI, MN, NC, ND, NH, NJ, NY, OH, OR, PA, RI, VA, VT, WA, WI), CAN (AB, BC, LB, MB, NB, NF, NS, ON, QC, SK), DEN (GL), FRA (SPM)","Monocot","Graminoid","","","","","","",""
"PONE2","","Poa nervosa","USA (OR, WA), CAN (AB, BC)","Monocot","Graminoid","","Yes","Yellow","Green","Medium","Brown","Semi-Erect"
"POOC","","Poa occidentalis","USA (AZ, CO, NM, TX)","Monocot","Graminoid","Photo","","","","","",""
"POPA","","Poa paludigena","USA (IA, IL, IN, MI, MN, NC, NJ, NY, OH, PA, VA, WI, WV)","Monocot","Graminoid","","","","","","",""
"POPA2","","Poa palustris","USA (AK, AZ, CA, CO, CT, DC, DE, IA, ID, IL, IN, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OR, PA, RI, SC, SD, TN, UT, VA, VT, WA, WI, WV, WY), CAN (AB, BC, LB, MB, NB, NF, NS, NT, ON, PE, QC, SK, YT), DEN (GL), FRA (SPM)","Monocot","Graminoid","Photo","Yes","Yellow","Green","Fine","Brown","Erect"
"POPA26","","Poa paucispicula","USA (AK, MT, WA), CAN (AB, BC, NT, YT)","Monocot","Graminoid","","","","","","",""
"POPI2","","Poa piperi","USA (CA, OR)","Monocot","Graminoid","Photo","","","","","",""
"POPO9","","Poa porsildii","USA (AK), CAN (NT, YT)","Monocot","Graminoid","","","","","","",""
"POPR","","Poa pratensis","USA (AK, AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, HI, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY), USA+ (PR), CAN (AB, BC, LB, MB, NB, NF, NS, NT, NU, ON, PE, QC, SK, YT), DEN (GL), FRA (SPM)","Monocot","Graminoid","Photo","Yes","Yellow","Green","Fine","Brown","Erect"
"POPRA6","","Poa pratensis ssp. alpigena","USA (AK, CO, ME, MT, NH, NM, VT), CAN (AB, BC, LB, MB, NF, NT, NU, ON, QC, SK, YT)","Monocot","Graminoid","","","","","","",""
"POPRC","","Poa pratensis ssp. colpodea","USA (AK), CAN (BC, NT, NU), DEN (GL)","Monocot","Graminoid","","","","","","",""
"POPRI2","","Poa pratensis ssp. irrigata","USA (AK), CAN (AB, BC, LB, NF, ON, QC), DEN (GL)","Monocot","Graminoid","","","","","","",""
"POPRP2","","Poa pratensis ssp. pratensis","USA (AK, AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, HI, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY), USA+ (PR), CAN (AB, BC, LB, MB, NB, NF, NS, NT, ON, PE, QC, SK, YT), FRA (SPM)","Monocot","Graminoid","","","","","","",""
"POPR2","","Poa pringlei","USA (CA, NV, OR)","Monocot","Graminoid","Photo","","","","","",""
"POPS","","Poa pseudoabbreviata","USA (AK), CAN (BC, NT, YT)","Monocot","Graminoid","","","","","","",""
"PORE","","Poa reflexa","USA (AZ, CO, ID, MT, NM, NV, OR, UT, WY)","Monocot","Graminoid","","","","","","",""
"PORH","","Poa rhizomata","USA (CA, OR)","Monocot","Graminoid","Photo","","","","","",""
"POSA","","Poa saltuensis","USA (CT, IA, IL, IN, KY, MA, MD, ME, MI, MN, NC, NH, NJ, NY, OH, PA, RI, TN, VA, VT, WI, WV), CAN (NB, NF, NS, ON, PE, QC), FRA (SPM)","Monocot","Graminoid","","","","","","",""
"POSA2","","Poa sandvicensis","USA (HI)","Monocot","Graminoid","","","","","","",""
"POSE","","Poa secunda","USA (AK, AZ, CA, CO, ID, ME, MI, MN, MT, ND, NE, NM, NV, OK, OR, SD, UT, WA, WY), CAN (AB, BC, NT, ON, QC, SK, YT)","Monocot","Graminoid","Photo","Yes","Yellow","Green","Fine","Brown","Erect"
"POSI6","","Poa sierrae","USA (CA)","Monocot","Graminoid","Photo","","","","","",""
"POSI","","Poa siphonoglossa","USA (HI)","Monocot","Graminoid","","","","","","",""
"POST11","","Poa stebbinsii","USA (CA)","Monocot","Graminoid","","","","","","",""
"POST","","Poa stenantha","USA (AK, CO, ID, MT, OR, UT, WA), CAN (AB, BC)","Monocot","Graminoid","","","","","","",""
"POST6","","Poa strictiramea","USA (TX)","Monocot","Graminoid","Photo","","","","","",""
"POSU10","","Poa suksdorfii","USA (OR, WA), CAN (BC)","Monocot","Graminoid","","","","","","",""
"POSY","","Poa sylvestris","USA (AL, AR, DC, DE, FL, GA, IA, IL, IN, KS, KY, LA, MD, MI, MN, MO, MS, NC, NE, NJ, NY, OH, OK, PA, SC, SD, TN, TX, VA, WI, WV), CAN (ON)","Monocot","Graminoid","Photo","Yes","Yellow","Green","Medium","Brown","Erect"
"POTE5","","Poa tenerrima","USA (CA)","Monocot","Graminoid","","","","","","",""
"POTR","","Poa tracyi","USA (CO, NM)","Monocot","Graminoid","Photo","","","","","",""
"POTR2","","Poa trivialis","USA (AK, AL, CA, CO, CT, DC, DE, GA, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MT, NC, NE, NH, NJ, NM, NV, NY, OH, OR, PA, RI, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY), CAN (BC, NB, NF, NS, ON, PE, QC, SK, YT), DEN (GL), FRA (SPM)","Monocot","Graminoid","Photo","Yes","Yellow","Green","Medium","Brown","Erect"
"POUN","","Poa unilateralis","USA (CA, OR, WA)","Monocot","Graminoid","","","","","","",""
"POUNP","","Poa unilateralis ssp. pachypholis","USA (OR, WA)","Monocot","Graminoid","","","","","","",""
"POUNU","","Poa unilateralis ssp. unilateralis","USA (CA, OR)","Monocot","Graminoid","","","","","","",""
"POWH2","","Poa wheeleri","USA (CA, CO, ID, MT, NM, NV, OR, UT, WA, WY), CAN (AB, BC, MB, SK)","Monocot","Graminoid","","","","","","",""
"POWO","","Poa wolfii","USA (AR, IA, IL, IN, MN, MO, OH, VA, WI)","Monocot","Graminoid","","","","","","",""
"PODIS","","Podistera","USA (AK, CA, CO, NM, UT), CAN (NT, YT)","Dicot","","","","","","","",""
"POEA","","Podistera eastwoodiae","USA (CO, NM, UT)","Dicot","Forb/herb","Photo","","","","","",""
"POMA18","","Podistera macounii","USA (AK), CAN (NT, YT)","Dicot","Forb/herb","","","","","","",""
"PONE4","","Podistera nevadensis","USA (CA)","Dicot","Forb/herb","","","","","","",""
"POYU","","Podistera yukonensis","USA (AK), CAN (YT)","Dicot","Forb/herb","","","","","","",""
"PODOC","","Podocarpus","USA (FL), USA+ (PR)","Gymnosperm","","","","","","","",""
"POMA32","","Podocarpus macrophyllus","USA (FL), USA+ (PR)","Gymnosperm","Tree","","Yes","Yellow","Green","Fine","Purple","Conical"
"POMAM","","Podocarpus macrophyllus var. maki","USA (FL), USA+ (PR)","Gymnosperm","Tree","","","","","","",""
"PODOP","","Podophyllum","USA (AL, AR, CT, DC, DE, FL, GA, IA, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, NC, NE, NH, NJ, NY, OH, OK, PA, RI, SC, TN, TX, VA, VT, WI, WV), CAN (NS, ON, QC)","Dicot","","","","","","","",""
"POPE","","Podophyllum peltatum","USA (AL, AR, CT, DC, DE, FL, GA, IA, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, NC, NE, NH, NJ, NY, OH, OK, PA, RI, SC, TN, TX, VA, VT, WI, WV), CAN (NS, ON, QC)","Dicot","Forb/herb","Photo","","","","","",""
"PODOS","","Podostemum","USA (AL, AR, CT, DC, DE, GA, KY, LA, MA, MD, ME, MI, MN, MS, NC, ND, NH, NJ, NY, OH, OK, PA, RI, SC, TN, VA, VT, WV), CAN (NB, NS, ON, QC)","Dicot","","","","","","","",""
"POCE3","","Podostemum ceratophyllum","USA (AL, AR, CT, DC, DE, GA, KY, LA, MA, MD, ME, MI, MN, MS, NC, ND, NH, NJ, NY, OH, OK, PA, RI, SC, TN, VA, VT, WV), CAN (NB, NS, ON, QC)","Dicot","Forb/herb","Photo","","","","","",""
"PODRA","","Podranea","USA (FL), USA+ (PR)","Dicot","","","","","","","",""
"PORI4","","Podranea ricasoliana","USA (FL), USA+ (PR)","Dicot","Vine","Photo","","","","","",""
"POGOG","","Pogogyne","USA (CA, ID, OR)","Dicot","","","","","","","",""
"POAB2","","Pogogyne abramsii","USA (CA)","Dicot","Forb/herb","Photo","","","","","",""
"POCL2","","Pogogyne clareana","USA (CA)","Dicot","Forb/herb","","","","","","",""
"PODO2","","Pogogyne douglasii","USA (CA)","Dicot","Forb/herb","","","","","","",""
"PODOD2","","Pogogyne douglasii ssp. douglasii","USA (CA)","Dicot","Forb/herb","","","","","","",""
"PODOM5","","Pogogyne douglasii ssp. minor","USA (CA)","Dicot","Forb/herb","","","","","","",""
"PODOP2","","Pogogyne douglasii ssp. parviflora","USA (CA)","Dicot","Forb/herb","Photo","","","","","",""
"POFL17","","Pogogyne floribunda","USA (CA, ID, OR)","Dicot","Forb/herb","","","","","","",""
"PONU","","Pogogyne nudiuscula","USA (CA)","Dicot","Forb/herb","Photo","","","","","",""
"POSE2","","Pogogyne serpylloides","USA (CA)","Dicot","Forb/herb","","","","","","",""
"POZI","","Pogogyne ziziphoroides","USA (CA, OR)","Dicot","Forb/herb","","","","","","",""
"POGON2","","Pogonatum","USA (NY)","Moss","","","","","","","",""
"POPE24","","Pogonatum pensilvanicum","USA (NY)","Moss","Nonvascular","","","","","","",""
"POGON","","Pogonia","USA (AL, AR, CT, DC, DE, FL, GA, IL, IN, KY, LA, MA, MD, ME, MI, MN, MO, MS, NC, ND, NH, NJ, NY, OH, OK, PA, RI, SC, TN, TX, VA, VT, WI, WV), CAN (MB, NB, NF, NS, ON, PE, QC), FRA (SPM)","Monocot","","Photo","","","","","",""
"POOP","","Pogonia ophioglossoides","USA (AL, AR, CT, DC, DE, FL, GA, IL, IN, KY, LA, MA, MD, ME, MI, MN, MO, MS, NC, ND, NH, NJ, NY, OH, OK, PA, RI, SC, TN, TX, VA, VT, WI, WV), CAN (MB, NB, NF, NS, ON, PE, QC), FRA (SPM)","Monocot","Forb/herb","Photo","","","","","",""
"POHLI2","","Pohlia","USA (CA, NY)","Moss","","","","","","","",""
"POFL2","","Pohlia flexuosa","USA (CA)","Moss","Nonvascular","","","","","","",""
"PONU70","","Pohlia nutans","USA (NY)","Moss","Nonvascular","Photo","","","","","",""
"POLAN","","Polanisia","USA (AL, AR, AZ, CA, CO, CT, FL, GA, IA, ID, IL, IN, KS, KY, LA, MA, MD, MI, MN, MO, MS, MT, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY), CAN (AB, MB, ON, QC, SK)","Dicot","","","","","","","",""
"PODO3","","Polanisia dodecandra","USA (AL, AR, AZ, CA, CO, CT, GA, IA, ID, IL, IN, KS, KY, LA, MA, MD, MI, MN, MO, MT, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY), CAN (AB, MB, ON, QC, SK)","Dicot","Forb/herb","Photo","","","","","",""
"PODOD","","Polanisia dodecandra ssp. dodecandra","USA (AL, AR, AZ, CA, CO, CT, GA, IA, ID, IL, IN, KS, KY, LA, MA, MD, MI, MN, MO, MT, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, SD, TN, TX, UT, VA, VT, WI, WV, WY), CAN (AB, MB, ON, QC, SK)","Dicot","Forb/herb","Photo","","","","","",""
"PODOR","","Polanisia dodecandra ssp. riograndensis","USA (TX)","Dicot","Forb/herb","","","","","","",""
"PODOT","","Polanisia dodecandra ssp. trachysperma","USA (AL, AR, AZ, CA, CO, CT, IA, ID, IL, IN, KS, KY, LA, MA, MD, MI, MN, MO, MT, ND, NE, NM, NV, OH, OK, OR, PA, SD, TX, UT, VA, WA, WI, WV, WY), CAN (AB, MB, SK)","Dicot","Forb/herb","","","","","","",""
"POER","","Polanisia erosa","USA (AR, LA, OK, TX)","Dicot","Forb/herb","","","","","","",""
"POERB","","Polanisia erosa ssp. breviglandulosa","USA (TX)","Dicot","Forb/herb","","","","","","",""
"POERE","","Polanisia erosa ssp. erosa","USA (AR, LA, OK, TX)","Dicot","Forb/herb","","","","","","",""
"POJA3","","Polanisia jamesii","USA (CO, IA, IL, KS, MN, NE, NM, OH, OK, SD, TX, WI)","Dicot","Forb/herb","","","","","","",""
"POTE8","","Polanisia tenuifolia","USA (AL, FL, GA, MS)","Dicot","Forb/herb","","","","","","",""
"POUN3","","Polanisia uniglandulosa","USA (NM, TX)","Dicot","Forb/herb","","","","","","",""
"POLEM","","Polemonium","USA (AK, AL, AR, AZ, CA, CO, CT, DC, DE, GA, IA, ID, IL, IN, KS, KY, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY), CAN (AB, BC, NB, NT, ON, QC, YT), DEN (GL)","Dicot","","Photo","","","","","",""
"POAC","","Polemonium acutiflorum","USA (AK), CAN (AB, BC, NT, YT)","Dicot","Forb/herb","Photo","Yes","Blue","Green","Medium","","Decumbent"
"POBO2","","Polemonium boreale","USA (AK), CAN (BC, NT, YT), DEN (GL)","Dicot","Forb/herb","","","","","","",""
"POBOB2","","Polemonium boreale ssp. boreale","USA (AK), CAN (BC, NT, YT), DEN (GL)","Dicot","Forb/herb","","","","","","",""
"POBOM","","Polemonium boreale ssp. macranthum","USA (AK)","Dicot","Forb/herb","","","","","","",""
"POBR8","","Polemonium brandegeei","USA (CO, NM, SD, UT, WY)","Dicot","Forb/herb","","","","","","",""
"POCA2","","Polemonium caeruleum","USA (ME, MI, MN, NH, NJ, NY, OH, PA, VT, WI), CAN (QC)","Dicot","Forb/herb","","","","","","",""
"POCA3","","Polemonium californicum","USA (CA, ID, NV, OR, WA)","Dicot","Forb/herb","Photo","","","","","",""
"POCA4","","Polemonium carneum","USA (CA, OR, WA)","Dicot","Subshrub, Forb/herb","","","","","","",""
"POCH3","","Polemonium chartaceum","USA (CA, NV)","Dicot","Forb/herb","Photo","","","","","",""
"POCO26","","Polemonium confertum","USA (CO)","Dicot","Forb/herb","Photo","","","","","",""
"POCU7","","Polemonium cuspidatum","USA (ME)","Dicot","Forb/herb","","","","","","",""
"POED","","Polemonium eddyense","USA (CA)","Dicot","Forb/herb","","","","","","",""
"POEL3","","Polemonium elegans","USA (WA), CAN (BC)","Dicot","Forb/herb","Photo","","","","","",""
"POEL5","","Polemonium elusum","USA (ID)","Dicot","Forb/herb","","","","","","",""
"POEX","","Polemonium eximium","USA (CA)","Dicot","Forb/herb","Photo","","","","","",""
"POFO","","Polemonium foliosissimum","USA (AZ, CO, ID, NM, NV, UT, WY)","Dicot","Forb/herb","Photo","","","","","",""
"POFOA2","","Polemonium foliosissimum var. alpinum","USA (ID, NV, UT, WY)","Dicot","Forb/herb","","","","","","",""
"POFOF2","","Polemonium foliosissimum var. flavum","USA (AZ, NM)","Dicot","Forb/herb","","","","","","",""
"POFOF3","","Polemonium foliosissimum var. foliosissimum","USA (AZ, CO, NM, UT)","Dicot","Forb/herb","","","","","","",""
"POFOM3","","Polemonium foliosissimum var. molle","USA (CO, NM, UT)","Dicot","Forb/herb","","","","","","",""
"POLO14","","Polemonium longii","USA (PA)","Dicot","Forb/herb","","","","","","",""
"POMI","","Polemonium micranthum","USA (CA, ID, MA, MT, ND, NV, OR, PA, UT, WA, WY), CAN (BC)","Dicot","Forb/herb","Photo","","","","","",""
"PONE14","","Polemonium nevadense","USA (NV)","Dicot","Forb/herb","","","","","","",""
"POOC2","","Polemonium occidentale","USA (CA, CO, ID, MN, MT, NM, NV, OR, UT, WA, WI, WY), CAN (AB, BC)","Dicot","Forb/herb","Photo","Yes","Purple","Dark Green","Medium","Brown","Erect"
"POOCL","","Polemonium occidentale ssp. lacustre","USA (MN, WI)","Dicot","Forb/herb","","","","","","",""
"POOCO","","Polemonium occidentale ssp. occidentale","USA (CA, CO, ID, MT, NM, NV, OR, UT, WA, WY), CAN (AB, BC)","Dicot","Forb/herb","Photo","","","","","",""
"POPA20","","Polemonium pauciflorum","USA (AZ, TX)","Dicot","Forb/herb","","","","","","",""
"POPAH","","Polemonium pauciflorum ssp. hinckleyi","USA (AZ, TX)","Dicot","Forb/herb","","","","","","",""
"POPAP","","Polemonium pauciflorum ssp. pauciflorum","USA (AZ)","Dicot","Forb/herb","","","","","","",""
"POPE14","","Polemonium pectinatum","USA (WA)","Dicot","Forb/herb","","","","","","",""
"POPU3","","Polemonium pulcherrimum","USA (AK, AZ, CA, CO, ID, MT, NM, NV, OR, UT, WA, WY), CAN (AB, BC, NT, YT)","Dicot","Forb/herb","Photo","","","","","",""
"POPUD3","","Polemonium pulcherrimum ssp. delicatum","USA (AZ, CO, NM, NV, UT, WY)","Dicot","Forb/herb","","","","","","",""
"POPUL3","","Polemonium pulcherrimum ssp. lindleyi","USA (AK, ID, WA), CAN (BC, NT, YT)","Dicot","Forb/herb","","","","","","",""
"POPUP3","","Polemonium pulcherrimum ssp. pulcherrimum","USA (AK, CA, ID, MT, NV, OR, WA, WY), CAN (AB, BC, YT)","Dicot","Forb/herb","","","","","","",""
"POPUP2","","Polemonium pulcherrimum var. pilosum","USA (WA)","Dicot","Forb/herb","","","","","","",""
"POPUS","","Polemonium pulcherrimum var. shastense","USA (CA)","Dicot","Forb/herb","","","","","","",""
"PORE2","","Polemonium reptans","USA (AL, AR, CT, DC, DE, GA, IA, IL, IN, KS, KY, MA, MD, MI, MN, MO, MS, NC, NH, NJ, NY, OH, OK, PA, RI, SD, TN, VA, VT, WI, WV), CAN (ON, QC)","Dicot","Subshrub, Forb/herb","Photo","","","","","",""
"PORER","","Polemonium reptans var. reptans","USA (AL, AR, CT, DC, DE, GA, IA, IL, IN, KS, KY, MA, MD, MI, MN, MO, MS, NC, NH, NJ, NY, OH, OK, PA, RI, SD, TN, VA, VT, WI, WV), CAN (ON, QC)","Dicot","Subshrub, Forb/herb","","","","","","",""
"POREV","","Polemonium reptans var. villosum","USA (KY, OH)","Dicot","Subshrub, Forb/herb","","","","","","",""
"POVA5","","Polemonium vanbruntiae","USA (MD, ME, NJ, NY, PA, VT, WV), CAN (NB, QC)","Dicot","Forb/herb","","","","","","",""
"POVI","","Polemonium viscosum","USA (AZ, CO, ID, MT, NM, NV, OR, UT, WA, WY), CAN (AB, BC)","Dicot","Forb/herb","Photo","","","","","",""
"POLIO","","Poliomintha","USA (AZ, CA, CO, NM, TX, UT)","Dicot","","","","","","","",""
"POGL4","","Poliomintha glabrescens","USA (TX)","Dicot","Subshrub, Shrub","","","","","","",""
"POIN3","","Poliomintha incana","USA (AZ, CA, CO, NM, TX, UT)","Dicot","Subshrub, Shrub","Photo","","","","","",""
"POLYA","","Polyalthia","USA (FL)","Dicot","","","","","","","",""
"POSU8","","Polyalthia suberosa","USA (FL)","Dicot","Shrub","","","","","","",""
"POLYC3","","Polycarpaea","USA (FL)","Dicot","","","","","","","",""
"POCO30","","Polycarpaea corymbosa","USA (FL)","Dicot","Forb/herb","","","","","","",""
"POLYC","","Polycarpon","USA (AL, CA, FL, GA, HI, OR, PA, SC, TX), CAN (BC)","Dicot","","","","","","","",""
"PODE","","Polycarpon depressum","USA (CA)","Dicot","Forb/herb","","","","","","",""
"POTE","","Polycarpon tetraphyllum","USA (AL, CA, FL, GA, HI, OR, PA, SC, TX), CAN (BC)","Dicot","Forb/herb","","","","","","",""
"POTEA","","Polycarpon tetraphyllum ssp. alsinifolium","USA (AL)","Dicot","Forb/herb","","","","","","",""
"POTET2","","Polycarpon tetraphyllum ssp. tetraphyllum","USA (AL, CA, FL, GA, HI, OR, PA, SC, TX), CAN (BC)","Dicot","Forb/herb","","","","","","",""
"POLYC4","","Polycnemum","USA (IL, MD, NH, NY), CAN (BC, NS, ON)","Dicot","","","","","","","",""
"POMA24","","Polycnemum majus","USA (IL, MD, NH, NY), CAN (NS, ON)","Dicot","Forb/herb","","","","","","",""
"POLYC2","","Polyctenium","USA (CA, ID, NV, OR)","Dicot","","","","","","","",""
"POFR","","Polyctenium fremontii","USA (CA, ID, NV, OR)","Dicot","Forb/herb","","","","","","",""
"POFRB","","Polyctenium fremontii var. bisulcatum","USA (OR)","Dicot","Forb/herb","","","","","","",""
"POFRF2","","Polyctenium fremontii var. fremontii","USA (CA, ID, NV, OR)","Dicot","Forb/herb","","","","","","",""
"POWI","","Polyctenium williamsiae","USA (CA, NV, OR)","Dicot","Forb/herb","Photo","","","","","",""
"POLYG","","Polygala","USA (AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, HI, IA, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, VT, WI, WV, WY), USA+ (PR, VI), CAN (AB, BC, MB, NB, NF, NS, ON, PE, QC, SK)","Dicot","","Photo","","","","","",""
